"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point","SVG Image Making Plan"
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","48","Parking Management","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","48","Parking Management","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","48","Parking Management","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"Stage 9: Smart Home Automation, IoT & KNX","49","Wi-Fi Smart Home","1","Introduction to Wi-Fi Smart Home","Learn what Wi-Fi Smart Home is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","49","Wi-Fi Smart Home","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","49","Wi-Fi Smart Home","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","49","Wi-Fi Smart Home","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","49","Wi-Fi Smart Home","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","49","Wi-Fi Smart Home","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","49","Wi-Fi Smart Home","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","49","Wi-Fi Smart Home","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","49","Wi-Fi Smart Home","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","49","Wi-Fi Smart Home","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","50","Zigbee & Z-Wave","1","Introduction to Zigbee & Z-Wave","Learn what Zigbee & Z-Wave is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","50","Zigbee & Z-Wave","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","50","Zigbee & Z-Wave","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","50","Zigbee & Z-Wave","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","50","Zigbee & Z-Wave","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","50","Zigbee & Z-Wave","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","50","Zigbee & Z-Wave","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","50","Zigbee & Z-Wave","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","50","Zigbee & Z-Wave","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","50","Zigbee & Z-Wave","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","51","Matter & Thread","1","Introduction to Matter & Thread","Learn what Matter & Thread is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","51","Matter & Thread","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","51","Matter & Thread","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","51","Matter & Thread","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","51","Matter & Thread","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","51","Matter & Thread","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","51","Matter & Thread","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","51","Matter & Thread","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","51","Matter & Thread","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","51","Matter & Thread","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","52","Alexa & Google Home Integration","1","Introduction to Alexa & Google Home Integration","Learn what Alexa & Google Home Integration is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","52","Alexa & Google Home Integration","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","52","Alexa & Google Home Integration","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","52","Alexa & Google Home Integration","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","52","Alexa & Google Home Integration","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","52","Alexa & Google Home Integration","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","52","Alexa & Google Home Integration","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","52","Alexa & Google Home Integration","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","52","Alexa & Google Home Integration","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","52","Alexa & Google Home Integration","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","53","Home Assistant","1","Introduction to Home Assistant","Learn what Home Assistant is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","53","Home Assistant","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","53","Home Assistant","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","53","Home Assistant","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","53","Home Assistant","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","53","Home Assistant","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","53","Home Assistant","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","53","Home Assistant","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","53","Home Assistant","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","53","Home Assistant","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","54","Smart Lighting & Curtain","1","Introduction to Smart Lighting & Curtain","Learn what Smart Lighting & Curtain is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","54","Smart Lighting & Curtain","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","54","Smart Lighting & Curtain","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","54","Smart Lighting & Curtain","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","54","Smart Lighting & Curtain","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","54","Smart Lighting & Curtain","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","54","Smart Lighting & Curtain","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","54","Smart Lighting & Curtain","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","54","Smart Lighting & Curtain","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","54","Smart Lighting & Curtain","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","55","Smart Irrigation & Energy Monitoring","1","Introduction to Smart Irrigation & Energy Monitoring","Learn what Smart Irrigation & Energy Monitoring is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","55","Smart Irrigation & Energy Monitoring","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","55","Smart Irrigation & Energy Monitoring","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","55","Smart Irrigation & Energy Monitoring","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","55","Smart Irrigation & Energy Monitoring","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","55","Smart Irrigation & Energy Monitoring","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","55","Smart Irrigation & Energy Monitoring","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","55","Smart Irrigation & Energy Monitoring","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","55","Smart Irrigation & Energy Monitoring","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","55","Smart Irrigation & Energy Monitoring","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","56","KNX Fundamentals","1","Introduction to KNX Fundamentals","Learn what KNX Fundamentals is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","56","KNX Fundamentals","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","56","KNX Fundamentals","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","56","KNX Fundamentals","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","56","KNX Fundamentals","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","56","KNX Fundamentals","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","56","KNX Fundamentals","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","56","KNX Fundamentals","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","56","KNX Fundamentals","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","56","KNX Fundamentals","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","57","Solar CCTV & IoT Fundamentals","1","Introduction to Solar CCTV & IoT Fundamentals","Learn the basic purpose of Solar CCTV & IoT Fundamentals.","Block diagram showing camera connecting to recorder and display monitor."
"","","","","","Compare old analog systems to modern setups.",""
"","","","","","Understand how cameras send video to recorders.",""
"","57","Solar CCTV & IoT Fundamentals","2","Camera Enclosures and Lenses","Choose between dome, bullet, and turret shapes.","Visual comparisons of dome, bullet, and turret cameras with FOV angle charts."
"","","","","","Understand focal length and field of view differences.",""
"","","","","","Select the right lens size for wide or narrow areas.",""
"","57","Solar CCTV & IoT Fundamentals","3","How Video is Recorded","Understand how recorders save video on hard drives.","Storage pipeline diagram showing video data streaming from camera to HDD."
"","","","","","Learn the difference between continuous and motion recording.",""
"","","","","","Select the right hard drive size for storage requirements.",""
"","57","Solar CCTV & IoT Fundamentals","4","Cabling and Power Setup","Run coaxial or network cables to connect cameras.","Cable path blueprint showing maximum distances and power splitters."
"","","","","","Provide power to cameras using centralized supply boxes.",""
"","","","","","Understand distance limits for signal cables.",""
"","57","Solar CCTV & IoT Fundamentals","5","Smart AI Camera Features","Set up virtual line crossing alerts to block intruders.","Intrusion zone grid showing target detection boxes around humans."
"","","","","","Filter out false alarms caused by wind or animals.",""
"","","","","","Use face detection to identify visitors.",""
"","57","Solar CCTV & IoT Fundamentals","6","Setting Up Remote Viewing","Connect the recorder to the internet router.","Cloud connection graph showing NVR linking to router, cloud, and mobile app."
"","","","","","Scan the QR code to add the system to your phone.",""
"","","","","","View live camera feeds from anywhere.",""
"","57","Solar CCTV & IoT Fundamentals","7","Securing Your Camera System","Change default passwords on initial setup.","Lock symbol diagram showing user roles and password strength rules."
"","","","","","Disable unused network ports to block hackers.",""
"","","","","","Update firmware to keep the system safe.",""
"","57","Solar CCTV & IoT Fundamentals","8","Common CCTV Problems","Fix black screen issues by checking power links.","Error diagnosis card matching screen errors (black, blur, lines) to fixes."
"","","","","","Resolve blurry night video by cleaning camera lenses.",""
"","","","","","Eliminate hum bars by ground loop isolators.",""
"","57","Solar CCTV & IoT Fundamentals","9","Maintenance and Cleaning","Clean camera glass cover with microfiber cloths.","Maintenance checklist card showing tools, blowers, and clean pads."
"","","","","","Check and blow dust out of recorder fans.",""
"","","","","","Test if backup batteries are working properly.",""
"","57","Solar CCTV & IoT Fundamentals","10","Hands-On Lab Activity","Mount and wire the camera to the NVR.","Lab setup diagram showing camera, switch, NVR, and mobile phone link."
"","","","","","Set up motion detection zones on the software.",""
"","","","","","Configure mobile phone app for live viewing.",""
"Stage 10: Business, Project Engineering & Career","58","Site Survey & BOQ/Quotation","1","Introduction to Site Survey & BOQ/Quotation","Learn what Site Survey & BOQ/Quotation is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","58","Site Survey & BOQ/Quotation","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","58","Site Survey & BOQ/Quotation","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","58","Site Survey & BOQ/Quotation","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","58","Site Survey & BOQ/Quotation","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","58","Site Survey & BOQ/Quotation","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","58","Site Survey & BOQ/Quotation","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","58","Site Survey & BOQ/Quotation","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","58","Site Survey & BOQ/Quotation","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","58","Site Survey & BOQ/Quotation","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","59","Project Planning & Installation Standards","1","Introduction to Project Planning & Installation Standards","Learn what Project Planning & Installation Standards is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","59","Project Planning & Installation Standards","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","59","Project Planning & Installation Standards","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","59","Project Planning & Installation Standards","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","59","Project Planning & Installation Standards","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","59","Project Planning & Installation Standards","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","59","Project Planning & Installation Standards","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","59","Project Planning & Installation Standards","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","59","Project Planning & Installation Standards","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","59","Project Planning & Installation Standards","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","60","Testing, Commissioning & AMC","1","Introduction to Testing, Commissioning & AMC","Learn what Testing, Commissioning & AMC is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","60","Testing, Commissioning & AMC","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","60","Testing, Commissioning & AMC","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","60","Testing, Commissioning & AMC","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","60","Testing, Commissioning & AMC","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
